driver_id,stop_id,sequence,customer_name,distance_km,travel_time_min,service_time_min,planned_eta,calculated_eta,delay_minutes,avg_speed_kmh,traffic_multiplier,is_delayed,latitude,longitude
driver_001,driver_001_stop_001,1,Customer_001,13.37,54.2,5.0,2025-08-08T16:45:34.758921,2025-08-08T17:09:46.453804,24.2,45.0,3.04,True,25.248487,55.278975
driver_001,driver_001_stop_002,2,Customer_002,4.45,9.8,5.0,2025-08-08T17:05:34.758921,2025-08-08T17:24:37.085675,19.0,45.0,1.66,True,25.251564,55.323009
driver_001,driver_001_stop_003,3,Customer_003,8.19,21.0,5.0,2025-08-08T17:25:34.758921,2025-08-08T17:50:36.484619,25.0,45.0,1.92,True,25.177734,55.32746
driver_001,driver_001_stop_004,4,Customer_004,6.69,26.2,5.0,2025-08-08T17:45:34.758921,2025-08-08T18:21:48.938896,36.2,45.0,2.94,True,25.150384,55.268245
driver_001,driver_001_stop_005,5,Customer_005,3.57,7.5,5.0,2025-08-08T18:05:34.758921,2025-08-08T18:34:17.277780,28.7,45.0,1.57,True,25.121644,55.252244
driver_001,driver_001_stop_006,6,Customer_006,9.34,10.6,5.0,2025-08-08T18:25:34.758921,2025-08-08T18:49:52.577446,24.3,45.0,0.85,True,25.205781,55.258717
driver_001,driver_001_stop_007,7,Customer_007,7.43,15.9,5.0,2025-08-08T18:45:34.758921,2025-08-08T19:10:43.666854,25.1,45.0,1.6,True,25.270926,55.241018
driver_002,driver_002_stop_001,1,Customer_001,0.6,0.8,5.0,2025-08-08T16:45:34.758921,2025-08-08T16:16:24.104880,-29.2,40.0,0.91,False,25.247736,55.280182
driver_002,driver_002_stop_002,2,Customer_002,1.15,1.9,5.0,2025-08-08T17:05:34.758921,2025-08-08T16:23:17.031323,-42.3,40.0,1.09,False,25.243504,55.290609
driver_002,driver_002_stop_003,3,Customer_003,3.14,7.6,5.0,2025-08-08T17:25:34.758921,2025-08-08T16:35:55.040892,-49.7,40.0,1.62,False,25.247236,55.321477
driver_002,driver_002_stop_004,4,Customer_004,5.43,7.8,5.0,2025-08-08T17:45:34.758921,2025-08-08T16:48:42.239946,-56.9,40.0,0.96,False,25.202032,55.300663
driver_002,driver_002_stop_005,5,Customer_005,2.21,5.8,5.0,2025-08-08T18:05:34.758921,2025-08-08T16:59:27.771874,-66.1,40.0,1.74,False,25.1967,55.279517
driver_002,driver_002_stop_006,6,Customer_006,8.55,23.3,5.0,2025-08-08T18:25:34.758921,2025-08-08T17:27:44.670961,-57.8,40.0,1.81,False,25.121944,55.300757
driver_002,driver_002_stop_007,7,Customer_007,8.99,14.2,5.0,2025-08-08T18:45:34.758921,2025-08-08T17:46:57.428357,-58.6,40.0,1.05,False,25.128121,55.211882
driver_002,driver_002_stop_008,8,Customer_008,6.89,18.8,5.0,2025-08-08T19:05:34.758921,2025-08-08T18:10:46.307025,-54.8,40.0,1.82,False,25.189918,55.204218
driver_002,driver_002_stop_009,9,Customer_009,3.99,11.5,5.0,2025-08-08T19:25:34.758921,2025-08-08T18:27:14.782417,-58.3,40.0,1.92,False,25.207136,55.238955
driver_002,driver_002_stop_010,10,Customer_010,4.22,12.1,5.0,2025-08-08T19:45:34.758921,2025-08-08T18:44:23.087321,-61.2,40.0,1.92,False,25.244113,55.249229
driver_003,driver_003_stop_001,1,Customer_001,7.87,22.7,5.0,2025-08-08T16:45:34.758921,2025-08-08T16:38:18.447459,-7.3,50.0,2.41,False,25.245189,55.261328
driver_003,driver_003_stop_002,2,Customer_002,7.89,30.0,5.0,2025-08-08T17:05:34.758921,2025-08-08T17:13:20.619942,7.8,50.0,3.17,False,25.24931,55.339471
driver_003,driver_003_stop_003,3,Customer_003,11.12,13.0,5.0,2025-08-08T17:25:34.758921,2025-08-08T17:31:21.967432,5.8,50.0,0.98,False,25.149095,55.34626
driver_003,driver_003_stop_004,4,Customer_004,7.43,9.7,5.0,2025-08-08T17:45:34.758921,2025-08-08T17:46:05.477246,0.5,50.0,1.09,False,25.170819,55.276564
driver_003,driver_003_stop_005,5,Customer_005,5.54,7.1,5.0,2025-08-08T18:05:34.758921,2025-08-08T17:58:12.255545,-7.4,50.0,1.07,False,25.193626,55.227666
driver_003,driver_003_stop_006,6,Customer_006,6.72,24.4,5.0,2025-08-08T18:25:34.758921,2025-08-08T18:27:38.082144,2.1,50.0,3.03,False,25.233787,55.17774
