driver_id,stop_id,sequence,customer_name,distance_km,travel_time_min,service_time_min,planned_eta,calculated_eta,delay_minutes,avg_speed_kmh,traffic_multiplier,is_delayed,latitude,longitude
driver_001,driver_001_stop_001,1,Customer_001,12.15,14.0,5.0,2025-08-08T17:18:52.289466,2025-08-08T17:02:51.715627,-16.0,45.0,0.86,False,25.237366,55.261764
driver_001,driver_001_stop_002,2,Customer_002,5.08,8.1,5.0,2025-08-08T17:38:52.289466,2025-08-08T17:15:57.095082,-22.9,45.0,1.19,False,25.272893,55.293633
driver_001,driver_001_stop_003,3,Customer_003,4.41,6.8,5.0,2025-08-08T17:58:52.289466,2025-08-08T17:27:42.883595,-31.2,45.0,1.15,False,25.243995,55.323756
driver_001,driver_001_stop_004,4,Customer_004,6.79,14.3,5.0,2025-08-08T18:18:52.289466,2025-08-08T17:46:59.739191,-31.9,45.0,1.58,False,25.183479,55.313105
driver_001,driver_001_stop_005,5,Customer_005,6.39,23.3,5.0,2025-08-08T18:38:52.289466,2025-08-08T18:15:16.411670,-23.6,45.0,2.73,False,25.125923,55.308462
driver_001,driver_001_stop_006,6,Customer_006,6.23,28.6,17.891401892410485,2025-08-08T18:58:52.289466,2025-08-08T19:01:43.119914,2.8,45.0,3.44,False,25.144485,55.250164
driver_001,driver_001_stop_007,7,Customer_007,3.35,4.7,5.0,2025-08-08T19:18:52.289466,2025-08-08T18:58:31.831715,-20.3,45.0,1.05,False,25.171786,55.235864
driver_001,driver_001_stop_008,8,Customer_008,5.7,8.6,5.0,2025-08-08T19:38:52.289466,2025-08-08T19:12:05.757281,-26.8,45.0,1.13,False,25.223058,55.240884
driver_001,driver_001_stop_009,9,Customer_009,1.29,3.7,5.0,2025-08-08T19:58:52.289466,2025-08-08T19:20:45.422171,-38.1,45.0,2.13,False,25.230064,55.230647
driver_002,driver_002_stop_001,1,Customer_001,11.83,57.1,5.0,2025-08-08T17:18:52.289466,2025-08-08T17:45:56.393249,27.1,40.0,3.22,True,25.27486,55.243199
driver_002,driver_002_stop_002,2,Customer_002,12.88,22.2,5.0,2025-08-08T17:38:52.289466,2025-08-08T18:13:09.990363,34.3,40.0,1.15,True,25.211318,55.350222
driver_002,driver_002_stop_003,3,Customer_003,3.66,8.6,12.37656364148398,2025-08-08T17:58:52.289466,2025-08-08T18:34:05.934970,35.2,40.0,1.56,True,25.202773,55.315149
driver_002,driver_002_stop_004,4,Customer_004,6.9,16.2,15.373575878988165,2025-08-08T18:18:52.289466,2025-08-08T18:58:16.719567,39.4,40.0,1.56,True,25.14768,55.283228
driver_002,driver_002_stop_005,5,Customer_005,5.32,12.4,5.0,2025-08-08T18:38:52.289466,2025-08-08T19:05:16.121792,26.4,40.0,1.55,True,25.178288,55.242579
driver_002,driver_002_stop_006,6,Customer_006,9.05,44.8,5.0,2025-08-08T18:58:52.289466,2025-08-08T19:55:02.334515,56.2,40.0,3.3,True,25.257609,55.221232
driver_003,driver_003_stop_001,1,Customer_001,1.85,4.0,5.0,2025-08-08T17:18:52.289466,2025-08-08T16:52:51.479335,-26.0,50.0,1.79,False,25.234397,55.275753
driver_003,driver_003_stop_002,2,Customer_002,3.27,3.6,5.0,2025-08-08T17:38:52.289466,2025-08-08T17:01:29.455291,-37.4,50.0,0.93,False,25.240555,55.307515
driver_003,driver_003_stop_003,3,Customer_003,3.4,4.6,5.0,2025-08-08T17:58:52.289466,2025-08-08T17:11:05.233010,-47.8,50.0,1.13,False,25.255945,55.336726
driver_003,driver_003_stop_004,4,Customer_004,8.73,18.5,11.105934941730064,2025-08-08T18:18:52.289466,2025-08-08T17:40:40.759953,-38.2,50.0,1.76,False,25.178057,55.349983
driver_003,driver_003_stop_005,5,Customer_005,7.52,10.2,5.0,2025-08-08T18:38:52.289466,2025-08-08T17:49:45.979215,-49.1,50.0,1.13,False,25.192687,55.277136
driver_003,driver_003_stop_006,6,Customer_006,7.14,8.2,5.0,2025-08-08T18:58:52.289466,2025-08-08T18:02:57.629747,-55.9,50.0,0.96,False,25.133498,55.249066
driver_003,driver_003_stop_007,7,Customer_007,6.38,12.1,5.0,2025-08-08T19:18:52.289466,2025-08-08T18:20:05.206986,-58.8,50.0,1.59,False,25.189724,55.262567
driver_003,driver_003_stop_008,8,Customer_008,7.28,19.5,5.0,2025-08-08T19:38:52.289466,2025-08-08T18:44:34.643189,-54.3,50.0,2.23,False,25.152688,55.202899
driver_003,driver_003_stop_009,9,Customer_009,10.9,20.5,5.0,2025-08-08T19:58:52.289466,2025-08-08T19:10:06.569840,-48.8,50.0,1.57,False,25.248755,55.226237
driver_003,driver_003_stop_010,10,Customer_010,3.61,9.3,17.82949239617068,2025-08-08T20:18:52.289466,2025-08-08T19:37:12.391523,-41.7,50.0,2.14,False,25.228628,55.254456
