driver_id,stop_id,sequence,customer_name,distance_km,travel_time_min,service_time_min,planned_eta,calculated_eta,delay_minutes,avg_speed_kmh,traffic_multiplier,is_delayed,latitude,longitude
driver_001,driver_001_stop_001,1,Customer_001,3.08,3.3,14.897815950578268,2025-08-08T16:44:54.171491,2025-08-08T16:28:08.323485,-16.8,45.0,0.81,False,25.22924,55.268053
driver_001,driver_001_stop_002,2,Customer_002,7.14,33.3,5.0,2025-08-08T17:04:54.171491,2025-08-08T16:56:33.215673,-8.3,45.0,3.5,False,25.28239,55.308152
driver_001,driver_001_stop_003,3,Customer_003,5.91,13.1,5.0,2025-08-08T17:24:54.171491,2025-08-08T17:14:41.402900,-10.2,45.0,1.67,False,25.249291,55.354123
driver_001,driver_001_stop_004,4,Customer_004,7.77,8.7,5.0,2025-08-08T17:44:54.171491,2025-08-08T17:28:20.522354,-16.6,45.0,0.83,False,25.179404,55.34734
driver_001,driver_001_stop_005,5,Customer_005,8.19,21.8,5.0,2025-08-08T18:04:54.171491,2025-08-08T17:55:09.554225,-9.7,45.0,2.0,False,25.117811,55.302441
driver_001,driver_001_stop_006,6,Customer_006,8.08,18.6,5.0,2025-08-08T18:24:54.171491,2025-08-08T18:18:45.641534,-6.1,45.0,1.73,False,25.181317,55.263079
driver_001,driver_001_stop_007,7,Customer_007,2.12,3.2,5.0,2025-08-08T18:44:54.171491,2025-08-08T18:26:55.220304,-18.0,45.0,1.12,False,25.181755,55.242073
driver_001,driver_001_stop_008,8,Customer_008,6.36,13.9,5.0,2025-08-08T19:04:54.171491,2025-08-08T18:45:49.055845,-19.1,45.0,1.64,False,25.198044,55.181567
driver_001,driver_001_stop_009,9,Customer_009,7.93,12.4,5.0,2025-08-08T19:24:54.171491,2025-08-08T19:03:14.680222,-21.7,45.0,1.18,False,25.218108,55.257077
driver_001,driver_001_stop_010,10,Customer_010,7.28,9.0,5.0,2025-08-08T19:44:54.171491,2025-08-08T19:17:12.704860,-27.7,45.0,0.92,False,25.264321,55.205649
driver_002,driver_002_stop_001,1,Customer_001,5.43,9.0,5.0,2025-08-08T16:44:54.171491,2025-08-08T16:23:52.572135,-21.0,40.0,1.1,False,25.245193,55.264027
driver_002,driver_002_stop_002,2,Customer_002,2.16,10.1,5.0,2025-08-08T17:04:54.171491,2025-08-08T16:38:58.166767,-25.9,40.0,3.11,False,25.247715,55.285288
driver_002,driver_002_stop_003,3,Customer_003,5.68,7.2,5.0,2025-08-08T17:24:54.171491,2025-08-08T16:51:08.018654,-33.8,40.0,0.84,False,25.199724,55.305083
driver_002,driver_002_stop_004,4,Customer_004,2.34,3.5,5.0,2025-08-08T17:44:54.171491,2025-08-08T16:59:40.622083,-45.2,40.0,1.01,False,25.178564,55.304512
driver_002,driver_002_stop_005,5,Customer_005,3.67,9.5,5.0,2025-08-08T18:04:54.171491,2025-08-08T17:14:12.626901,-50.7,40.0,1.73,False,25.152662,55.281772
driver_002,driver_002_stop_006,6,Customer_006,2.91,11.0,5.0,2025-08-08T18:24:54.171491,2025-08-08T17:30:12.157970,-54.7,40.0,2.52,False,25.169976,55.260045
driver_002,driver_002_stop_007,7,Customer_007,0.53,0.8,5.0,2025-08-08T18:44:54.171491,2025-08-08T17:35:58.366780,-68.9,40.0,0.97,False,25.170412,55.265299
driver_002,driver_002_stop_008,8,Customer_008,5.34,14.9,5.0,2025-08-08T19:04:54.171491,2025-08-08T17:55:51.492938,-69.0,40.0,1.86,False,25.150583,55.21706
driver_002,driver_002_stop_009,9,Customer_009,5.8,15.1,17.768328119230482,2025-08-08T19:24:54.171491,2025-08-08T18:28:44.009189,-56.2,40.0,1.74,False,25.200791,55.233361
driver_002,driver_002_stop_010,10,Customer_010,3.31,9.1,5.0,2025-08-08T19:44:54.171491,2025-08-08T18:30:02.858813,-74.9,40.0,1.83,False,25.217387,55.260655
driver_003,driver_003_stop_001,1,Customer_001,8.11,7.9,16.24111770020409,2025-08-08T16:44:54.171491,2025-08-08T16:34:03.033240,-10.9,50.0,0.81,False,25.259446,55.26287
driver_003,driver_003_stop_002,2,Customer_002,5.11,7.3,5.0,2025-08-08T17:04:54.171491,2025-08-08T16:35:08.649912,-29.8,50.0,1.2,False,25.216614,55.281566
driver_003,driver_003_stop_003,3,Customer_003,5.92,12.9,5.0,2025-08-08T17:24:54.171491,2025-08-08T16:53:01.698111,-31.9,50.0,1.81,False,25.218415,55.34024
