driver_id,stop_id,sequence,customer_name,distance_km,travel_time_min,service_time_min,planned_eta,calculated_eta,delay_minutes,avg_speed_kmh,traffic_multiplier,is_delayed,latitude,longitude
driver_001,driver_001_stop_001,1,Customer_001,5.11,12.7,5.0,2025-08-08T16:44:28.272269,2025-08-08T16:27:12.105592,-17.3,45.0,1.87,False,25.26398,55.279458
driver_001,driver_001_stop_002,2,Customer_002,7.57,12.0,5.0,2025-08-08T17:04:28.272269,2025-08-08T16:44:13.614350,-20.2,45.0,1.19,False,25.242363,55.350782
driver_001,driver_001_stop_003,3,Customer_003,3.25,7.4,5.0,2025-08-08T17:24:28.272269,2025-08-08T16:56:39.361811,-27.8,45.0,1.71,False,25.214878,55.36204
driver_001,driver_001_stop_004,4,Customer_004,7.27,17.9,13.163914318291638,2025-08-08T17:44:28.272269,2025-08-08T17:27:42.661583,-16.8,45.0,1.85,False,25.193777,55.293712
driver_001,driver_001_stop_005,5,Customer_005,9.25,39.9,5.0,2025-08-08T18:04:28.272269,2025-08-08T18:04:26.920616,-0.0,45.0,3.24,False,25.11286,55.27104
driver_001,driver_001_stop_006,6,Customer_006,1.97,4.2,5.0,2025-08-08T18:24:28.272269,2025-08-08T18:13:38.093010,-10.8,45.0,1.6,False,25.124244,55.256068
driver_001,driver_001_stop_007,7,Customer_007,9.59,13.7,5.0,2025-08-08T18:44:28.272269,2025-08-08T18:32:19.293855,-12.1,45.0,1.07,False,25.18901,55.192942
driver_001,driver_001_stop_008,8,Customer_008,4.74,7.0,5.0,2025-08-08T19:04:28.272269,2025-08-08T18:44:18.785011,-20.2,45.0,1.11,False,25.210751,55.233424
driver_001,driver_001_stop_009,9,Customer_009,5.07,13.0,19.169438991775095,2025-08-08T19:24:28.272269,2025-08-08T19:16:27.449226,-8.0,45.0,1.92,False,25.253729,55.216141
driver_002,driver_002_stop_001,1,Customer_001,0.11,0.3,12.88415885870951,2025-08-08T16:44:28.272269,2025-08-08T16:22:39.703952,-21.8,40.0,1.94,False,25.28015,55.310016
driver_002,driver_002_stop_002,2,Customer_002,5.84,8.4,11.132718857820457,2025-08-08T17:04:28.272269,2025-08-08T16:34:21.478345,-30.1,40.0,0.96,False,25.230356,55.329179
driver_002,driver_002_stop_003,3,Customer_003,1.74,5.2,5.0,2025-08-08T17:24:28.272269,2025-08-08T16:38:26.102228,-46.0,40.0,1.99,False,25.222465,55.314232
driver_002,driver_002_stop_004,4,Customer_004,4.69,20.4,5.0,2025-08-08T17:44:28.272269,2025-08-08T17:03:52.789184,-40.6,40.0,2.91,False,25.185313,55.29191
driver_002,driver_002_stop_005,5,Customer_005,1.83,3.3,5.0,2025-08-08T18:04:28.272269,2025-08-08T17:12:08.398469,-52.3,40.0,1.19,False,25.171649,55.281766
driver_002,driver_002_stop_006,6,Customer_006,7.04,31.8,5.0,2025-08-08T18:24:28.272269,2025-08-08T17:48:53.810809,-35.6,40.0,3.01,False,25.108818,55.271316
driver_002,driver_002_stop_007,7,Customer_007,10.1,15.3,10.919938808525924,2025-08-08T18:44:28.272269,2025-08-08T18:15:07.387607,-29.3,40.0,1.01,False,25.197378,55.247446
driver_002,driver_002_stop_008,8,Customer_008,2.59,7.7,5.0,2025-08-08T19:04:28.272269,2025-08-08T18:21:56.173292,-42.5,40.0,1.99,False,25.219999,55.240914
driver_002,driver_002_stop_009,9,Customer_009,6.09,8.4,5.0,2025-08-08T19:24:28.272269,2025-08-08T18:35:21.289932,-49.1,40.0,0.92,False,25.274392,55.249841
driver_003,driver_003_stop_001,1,Customer_001,2.64,2.7,5.0,2025-08-08T16:44:28.272269,2025-08-08T16:17:08.800251,-27.3,50.0,0.84,False,25.214852,55.275262
driver_003,driver_003_stop_002,2,Customer_002,8.23,10.0,5.0,2025-08-08T17:04:28.272269,2025-08-08T16:32:06.551684,-32.4,50.0,1.01,False,25.281833,55.310695
driver_003,driver_003_stop_003,3,Customer_003,9.57,12.1,12.870818115317686,2025-08-08T17:24:28.272269,2025-08-08T16:57:04.186081,-27.4,50.0,1.05,False,25.199729,55.34013
driver_003,driver_003_stop_004,4,Customer_004,5.35,5.6,5.0,2025-08-08T17:44:28.272269,2025-08-08T16:59:48.045780,-44.7,50.0,0.87,False,25.159962,55.309984
driver_003,driver_003_stop_005,5,Customer_005,1.62,3.0,5.0,2025-08-08T18:04:28.272269,2025-08-08T17:07:49.899618,-56.6,50.0,1.55,False,25.152132,55.296361
driver_003,driver_003_stop_006,6,Customer_006,6.8,16.2,5.0,2025-08-08T18:24:28.272269,2025-08-08T17:29:00.769285,-55.5,50.0,1.98,False,25.129905,55.233522
driver_003,driver_003_stop_007,7,Customer_007,7.62,16.0,5.0,2025-08-08T18:44:28.272269,2025-08-08T17:49:58.830048,-54.5,50.0,1.75,False,25.196654,55.251958
driver_003,driver_003_stop_008,8,Customer_008,2.07,6.7,19.186471023785042,2025-08-08T19:04:28.272269,2025-08-08T18:15:49.959767,-48.6,50.0,2.69,False,25.215123,55.254889
driver_003,driver_003_stop_009,9,Customer_009,1.81,4.6,5.0,2025-08-08T19:24:28.272269,2025-08-08T18:11:17.768848,-73.2,50.0,2.14,False,25.227726,55.243394
