driver_id,stop_id,sequence,customer_name,distance_km,travel_time_min,service_time_min,planned_eta,calculated_eta,delay_minutes,avg_speed_kmh,traffic_multiplier,is_delayed,latitude,longitude
driver_001,driver_001_stop_001,1,Customer_001,5.57,6.4,5.0,2025-08-08T17:22:24.627468,2025-08-08T16:58:50.101312,-23.6,45.0,0.87,False,25.216953,55.270801
driver_001,driver_001_stop_002,2,Customer_002,6.99,11.7,5.0,2025-08-08T17:52:24.627573,2025-08-08T17:15:30.284415,-36.9,45.0,1.25,False,25.257265,55.32418
driver_001,driver_001_stop_003,3,Customer_003,7.24,13.7,5.0,2025-08-08T18:22:24.627586,2025-08-08T17:34:14.557885,-48.2,45.0,1.42,False,25.195056,55.346237
driver_001,driver_001_stop_004,4,Customer_004,9.05,14.8,5.0,2025-08-08T18:52:24.627593,2025-08-08T17:54:01.181296,-58.4,45.0,1.23,False,25.172499,55.259985
driver_001,driver_001_stop_005,5,Customer_005,6.06,9.3,5.0,2025-08-08T19:22:24.627602,2025-08-08T18:08:16.872187,-74.1,45.0,1.15,False,25.194669,55.205012
driver_001,driver_001_stop_006,6,Customer_006,5.38,9.5,5.0,2025-08-08T19:52:24.627616,2025-08-08T18:22:46.843190,-89.6,45.0,1.33,False,25.242031,55.193341
driver_002,driver_002_stop_001,1,Customer_001,9.35,16.1,5.0,2025-08-08T17:22:24.627674,2025-08-08T17:08:31.033708,-13.9,40.0,1.15,False,25.263059,55.275251
driver_002,driver_002_stop_002,2,Customer_002,6.34,8.1,5.0,2025-08-08T17:52:24.627682,2025-08-08T17:21:36.056291,-30.8,40.0,0.85,False,25.264599,55.338161
driver_002,driver_002_stop_003,3,Customer_003,8.54,16.8,5.0,2025-08-08T18:22:24.627690,2025-08-08T17:43:21.417126,-39.1,40.0,1.31,False,25.196926,55.297579
driver_002,driver_002_stop_004,4,Customer_004,7.43,15.8,5.0,2025-08-08T18:52:24.627698,2025-08-08T18:04:11.929651,-48.2,40.0,1.42,False,25.146313,55.249156
driver_002,driver_002_stop_005,5,Customer_005,6.14,9.3,5.0,2025-08-08T19:22:24.627713,2025-08-08T18:18:31.067828,-63.9,40.0,1.01,False,25.20112,55.258486
driver_002,driver_002_stop_006,6,Customer_006,3.56,8.0,5.0,2025-08-08T19:52:24.627722,2025-08-08T18:31:29.551914,-80.9,40.0,1.5,False,25.232833,55.253079
driver_003,driver_003_stop_001,1,Customer_001,11.4,19.4,5.0,2025-08-08T17:22:24.627752,2025-08-08T17:11:47.456454,-10.6,50.0,1.42,False,25.248489,55.254477
driver_003,driver_003_stop_002,2,Customer_002,4.38,4.6,5.0,2025-08-08T17:52:24.627759,2025-08-08T17:21:25.125324,-31.0,50.0,0.88,False,25.217727,55.281783
driver_003,driver_003_stop_003,3,Customer_003,3.36,5.7,5.0,2025-08-08T18:22:24.627767,2025-08-08T17:32:09.211953,-50.3,50.0,1.42,False,25.188945,55.292241
driver_003,driver_003_stop_004,4,Customer_004,7.45,9.7,5.0,2025-08-08T18:52:24.627776,2025-08-08T17:46:50.407813,-65.6,50.0,1.08,False,25.126583,55.319806
driver_003,driver_003_stop_005,5,Customer_005,8.26,9.4,5.0,2025-08-08T19:22:24.627789,2025-08-08T18:01:12.456781,-81.2,50.0,0.95,False,25.147848,55.241336
driver_003,driver_003_stop_006,6,Customer_006,4.84,5.6,5.0,2025-08-08T19:52:24.627796,2025-08-08T18:11:46.002774,-100.6,50.0,0.96,False,25.191516,55.243006
driver_003,driver_003_stop_007,7,Customer_007,5.32,7.1,5.0,2025-08-08T20:22:24.627802,2025-08-08T18:23:51.278532,-118.6,50.0,1.11,False,25.225152,55.205392
