driver_id,stop_id,sequence,customer_name,distance_km,travel_time_min,service_time_min,planned_eta,calculated_eta,delay_minutes,avg_speed_kmh,traffic_multiplier,is_delayed,latitude,longitude
driver_001,driver_001_stop_001,1,Customer_001,4.98,8.3,5.0,2025-08-08T17:18:13.735358,2025-08-08T16:56:31.087204,-21.7,45.0,1.25,False,25.258443,55.293198
driver_001,driver_001_stop_002,2,Customer_002,0.53,0.6,5.0,2025-08-08T17:48:13.735586,2025-08-08T17:02:07.725079,-46.1,45.0,0.86,False,25.25893,55.298427
driver_001,driver_001_stop_003,3,Customer_003,3.6,7.1,5.0,2025-08-08T18:18:13.735604,2025-08-08T17:14:14.716812,-64.0,45.0,1.48,False,25.226466,55.298928
driver_001,driver_001_stop_004,4,Customer_004,2.67,3.7,5.0,2025-08-08T18:48:13.735614,2025-08-08T17:22:53.993749,-85.3,45.0,1.03,False,25.20288,55.304297
driver_001,driver_001_stop_005,5,Customer_005,5.13,7.4,5.0,2025-08-08T19:18:13.735628,2025-08-08T17:35:20.324446,-102.9,45.0,1.09,False,25.15975,55.285634
driver_001,driver_001_stop_006,6,Customer_006,2.16,3.2,5.0,2025-08-08T19:48:13.735640,2025-08-08T17:43:30.985174,-124.7,45.0,1.11,False,25.157335,55.264415
driver_001,driver_001_stop_007,7,Customer_007,10.17,16.5,5.0,2025-08-08T20:18:13.735647,2025-08-08T18:05:00.645129,-133.2,45.0,1.22,False,25.199554,55.174806
driver_001,driver_001_stop_008,8,Customer_008,5.87,7.0,5.0,2025-08-08T20:48:13.735671,2025-08-08T18:17:01.595159,-151.2,45.0,0.9,False,25.223366,55.226876
driver_001,driver_001_stop_009,9,Customer_009,2.13,4.3,5.0,2025-08-08T21:18:13.735682,2025-08-08T18:26:16.696638,-172.0,45.0,1.5,False,25.235568,55.243191
driver_002,driver_002_stop_001,1,Customer_001,0.09,0.1,5.0,2025-08-08T17:18:13.735756,2025-08-08T16:48:21.988743,-29.9,40.0,0.97,False,25.250742,55.266827
driver_002,driver_002_stop_002,2,Customer_002,5.48,8.4,5.0,2025-08-08T17:48:13.735765,2025-08-08T17:01:48.595068,-46.4,40.0,1.03,False,25.210588,55.298529
driver_002,driver_002_stop_003,3,Customer_003,4.84,7.2,5.0,2025-08-08T18:18:13.735772,2025-08-08T17:14:01.732658,-64.2,40.0,0.99,False,25.181886,55.334732
driver_002,driver_002_stop_004,4,Customer_004,8.74,13.9,5.0,2025-08-08T18:48:13.735779,2025-08-08T17:32:52.962610,-75.3,40.0,1.06,False,25.111602,55.295378
driver_002,driver_002_stop_005,5,Customer_005,9.21,20.4,5.0,2025-08-08T19:18:13.735793,2025-08-08T17:58:16.898267,-79.9,40.0,1.48,False,25.146002,55.212249
driver_002,driver_002_stop_006,6,Customer_006,6.81,12.5,5.0,2025-08-08T19:48:13.735853,2025-08-08T18:15:45.771890,-92.5,40.0,1.22,False,25.20617,55.226295
driver_003,driver_003_stop_001,1,Customer_001,0.08,0.1,5.0,2025-08-08T17:18:13.735901,2025-08-08T16:48:18.764775,-29.9,50.0,0.92,False,25.221042,55.262764
driver_003,driver_003_stop_002,2,Customer_002,2.82,2.9,5.0,2025-08-08T17:48:13.735910,2025-08-08T16:56:11.224161,-52.0,50.0,0.85,False,25.214549,55.289813
driver_003,driver_003_stop_003,3,Customer_003,7.68,9.2,5.0,2025-08-08T18:18:13.735917,2025-08-08T17:10:24.357773,-67.8,50.0,1.0,False,25.205818,55.365383
driver_003,driver_003_stop_004,4,Customer_004,8.57,15.1,5.0,2025-08-08T18:48:13.735929,2025-08-08T17:30:29.461766,-77.7,50.0,1.47,False,25.136577,55.327385
driver_003,driver_003_stop_005,5,Customer_005,3.25,5.4,5.0,2025-08-08T19:18:13.735936,2025-08-08T17:40:53.062985,-97.3,50.0,1.38,False,25.140176,55.295423
driver_003,driver_003_stop_006,6,Customer_006,8.17,9.8,5.0,2025-08-08T19:48:13.735942,2025-08-08T17:55:41.239005,-112.5,50.0,1.0,False,25.167302,55.220123
driver_003,driver_003_stop_007,7,Customer_007,6.26,10.1,5.0,2025-08-08T20:18:13.735955,2025-08-08T18:10:45.755620,-127.5,50.0,1.34,False,25.221026,55.239313
driver_003,driver_003_stop_008,8,Customer_008,0.65,0.9,5.0,2025-08-08T20:48:13.735967,2025-08-08T18:16:41.644441,-151.5,50.0,1.2,False,25.215905,55.242404
