driver_id,stop_id,sequence,customer_name,distance_km,travel_time_min,service_time_min,planned_eta,calculated_eta,delay_minutes,avg_speed_kmh,traffic_multiplier,is_delayed,latitude,longitude
driver_001,driver_001_stop_001,1,Customer_001,7.33,32.0,14.66155278952547,2025-08-08T16:45:14.493815,2025-08-08T16:56:53.195931,11.6,45.0,3.27,False,25.243338,55.273459
driver_001,driver_001_stop_002,2,Customer_002,3.7,9.1,5.0,2025-08-08T17:05:14.493815,2025-08-08T17:01:22.409087,-3.9,45.0,1.86,False,25.261986,55.303872
driver_001,driver_001_stop_003,3,Customer_003,6.97,15.1,16.51693602822976,2025-08-08T17:25:14.493815,2025-08-08T17:32:58.067046,7.7,45.0,1.62,False,25.204541,55.332113
driver_001,driver_001_stop_004,4,Customer_004,9.85,34.6,5.0,2025-08-08T17:45:14.493815,2025-08-08T18:01:03.089404,15.8,45.0,2.63,True,25.135306,55.270777
driver_001,driver_001_stop_005,5,Customer_005,4.52,10.2,5.0,2025-08-08T18:05:14.493815,2025-08-08T18:16:14.052723,11.0,45.0,1.69,False,25.135513,55.225997
driver_001,driver_001_stop_006,6,Customer_006,8.57,18.0,5.0,2025-08-08T18:25:14.493815,2025-08-08T18:39:13.311253,14.0,45.0,1.57,False,25.210747,55.245751
driver_001,driver_001_stop_007,7,Customer_007,1.3,2.0,16.809464501190252,2025-08-08T18:45:14.493815,2025-08-08T18:58:03.180105,12.8,45.0,1.17,False,25.215119,55.257728
driver_002,driver_002_stop_001,1,Customer_001,7.96,21.4,5.0,2025-08-08T16:45:14.493815,2025-08-08T16:36:40.805487,-8.6,40.0,1.8,False,25.291579,55.253928
driver_002,driver_002_stop_002,2,Customer_002,7.22,8.7,5.0,2025-08-08T17:05:14.493815,2025-08-08T16:50:23.822782,-14.8,40.0,0.8,False,25.235139,55.28977
driver_002,driver_002_stop_003,3,Customer_003,10.88,16.8,5.0,2025-08-08T17:25:14.493815,2025-08-08T17:12:08.986395,-13.1,40.0,1.03,False,25.151745,55.346828
driver_002,driver_002_stop_004,4,Customer_004,8.44,23.4,13.088828618433308,2025-08-08T17:45:14.493815,2025-08-08T17:48:37.782236,3.4,40.0,1.85,False,25.191888,55.275705
driver_002,driver_002_stop_005,5,Customer_005,1.51,6.0,10.762529501859479,2025-08-08T18:05:14.493815,2025-08-08T17:57:20.382076,-7.9,40.0,2.66,False,25.191832,55.26072
driver_002,driver_002_stop_006,6,Customer_006,10.23,13.6,5.0,2025-08-08T18:25:14.493815,2025-08-08T18:10:10.992644,-15.1,40.0,0.89,False,25.261673,55.194328
driver_003,driver_003_stop_001,1,Customer_001,8.95,17.5,5.0,2025-08-08T16:45:14.493815,2025-08-08T16:32:44.981853,-12.5,50.0,1.63,False,25.255174,55.25214
driver_003,driver_003_stop_002,2,Customer_002,5.95,6.0,5.0,2025-08-08T17:05:14.493815,2025-08-08T16:43:47.010538,-21.5,50.0,0.85,False,25.261298,55.310809
driver_003,driver_003_stop_003,3,Customer_003,9.77,29.7,5.0,2025-08-08T17:25:14.493815,2025-08-08T17:18:27.441694,-6.8,50.0,2.53,False,25.178399,55.343945
driver_003,driver_003_stop_004,4,Customer_004,6.22,8.1,16.037644480880324,2025-08-08T17:45:14.493815,2025-08-08T17:42:33.265823,-2.7,50.0,1.08,False,25.141319,55.297559
driver_003,driver_003_stop_005,5,Customer_005,6.04,24.4,5.0,2025-08-08T18:05:14.493815,2025-08-08T18:00:57.590553,-4.3,50.0,3.37,False,25.12563,55.240197
driver_003,driver_003_stop_006,6,Customer_006,6.31,6.5,5.0,2025-08-08T18:25:14.493815,2025-08-08T18:12:27.398568,-12.8,50.0,0.86,False,25.177481,55.214387
driver_003,driver_003_stop_007,7,Customer_007,3.82,13.5,5.0,2025-08-08T18:45:14.493815,2025-08-08T18:30:57.332053,-14.3,50.0,2.95,False,25.200494,55.186182
driver_003,driver_003_stop_008,8,Customer_008,11.96,12.6,5.0,2025-08-08T19:05:14.493815,2025-08-08T18:48:34.651738,-16.7,50.0,0.88,False,25.295688,55.242248
